bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Sum of genomic lengths,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
126,0.1,0,NonL-TADs,127,2L,10200650,10334649,133999,119844,82.08,Active,0.117193,0.0614567,15665.4,0.1,0.0419,79394,71534,74349,75554,40.68962139,38.93002249,36.39136848,34.81764503,2,,2
127,0.08,0,NonL-TADs,128,2L,10334650,10386949,52299,42426,59.99,Active,0.101752,0.0632351,8141.74,0.08,0.026816,14802,13609,15149,15332,21.636378,22.36082123,17.55186472,18.13954763,2,,2
128,0.07,0,NonL-TADs,129,2L,10386950,10438349,51399,48660,59.64,Active,0.108671,0.0607343,5274.16,0.07,0.020531,58227,52720,57371,57549,73.66710218,73.50453573,69.74145785,69.5875544,2,,2
129,0.07,0,NonL-TADs,130,2L,10438350,10479249,40899,35672,55.27,Null,0.133772,0.0571136,5036.98,0.07,0.020531,613,628,694,636,1.124021064,1.160418938,0.9803682091,1.012114339,2,,3
130,0.07,0,NonL-TADs,131,2L,10479250,10518549,39299,34375,54.54,Active,0.180925,0.0615508,4302.9,0.07,0.020531,7527,7312,7499,8001,13.94736144,14.03394007,12.1998155,12.27554619,3,,4
131,0.12,1,L-TADs,132,2L,10518550,10725649,207099,133202,94.9,Null,0.331985,0.0602799,12047.5,0.12,0.060336,69,73,72,93,0.0344435357,0.03855350124,0.02215340413,0.02479685306,4,2,
132,0.07,0,NonL-TADs,133,2L,10725650,10770449,44799,34106,56.97,Active,0.289801,0.0653597,2766.86,0.07,0.020531,11420,9348,10957,11440,19.67406106,20.43853149,14.97809162,15.56009185,4,,5
133,0.12,1,L-TADs,134,2L,10770450,10966549,196099,149296,93.19,Null,0.39994,0.0776602,13049.6,0.12,0.060336,16581,12952,16839,16282,6.391304675,6.904717185,4.865890304,5.256766515,5,3,
134,0.07,0,NonL-TADs,135,2L,10966550,11010549,43999,38162,56.63,Active,0.240103,0.0682914,4165.85,0.07,0.020531,32257,31083,32705,33363,53.62620443,53.88286246,46.51203922,46.73464845,4,,4
135,0.1,0,NonL-TADs,136,2L,11010550,11131249,120699,110314,79.27,Active,0.189759,0.0647707,15827.3,0.1,0.0419,16433,13517,16175,16512,8.771953522,9.222211048,8.017210423,8.428727575,3,,4
136,0.1,0,NonL-TADs,137,2L,11131250,11269149,137899,91172,82.87,Null,0.224021,0.050741,8504.83,0.1,0.0419,2776,2290,2730,2720,1.795286773,1.860482745,1.186954842,1.230059194,3,,4
137,0.13,1,L-TADs,138,2L,11269150,11517149,247999,59224,100.78,PcG,0.603214,0.0582197,7743.87,0.13,0.070811,6021,5144,5979,6225,6.091035331,6.413499847,1.454584399,1.531591317,6,5,
138,0.13,1,L-TADs,139,2L,11517150,11808249,291099,57206,106.31,Null,0.656421,0.0388651,6629.1,0.13,0.070811,6899,4412,9436,9541,6.388362449,10.32468004,1.25542397,2.028978617,6,5,
139,0.12,1,L-TADs,140,2L,11808250,11998849,190599,165247,92.31,Null,0.593304,0.0364276,5297.23,0.12,0.060336,7204,6068,7204,7393,2.594973439,2.74929062,2.249810208,2.383601315,6,5,
140,0.09,0,NonL-TADs,141,2L,11998850,12094749,95899,54863,73.42,PcG,0.331528,0.0439435,6375.78,0.09,0.033939,12786,11378,11807,11744,14.2304752,13.36042972,8.141133495,7.643387893,4,,5
141,0.05,0,NonL-TADs,142,2L,12094750,12110549,15799,14034,40.25,Active,0.32551,0.0379953,814.36,0.05,0.010475,8440,8250,8086,8425,38.42421398,36.61698072,34.13161712,32.52628061,4,,5
142,0.14,2,L-TADs,143,2L,12110550,12424949,314399,235932,109.07,Null,0.474762,0.0336312,9814.61,0.14,0.082124,11412,10997,11736,11889,3.068779999,3.11656073,2.302880743,2.338736466,5,3,
143,0.06,0,NonL-TADs,144,2L,12424950,12455649,30699,25183,50.23,Active,0.245097,0.0346435,1017.47,0.06,0.015084,10982,9589,9899,10330,26.39235027,25.00101122,21.65016961,20.50882653,4,,4
144,0.08,0,NonL-TADs,145,2L,12455650,12520249,64599,90705,64.36,Null,0.196136,0.030148,4401.15,0.08,0.026816,2582,1973,2778,2574,1.622509623,1.836434755,2.278204544,2.578581935,3,,4
145,0.06,0,NonL-TADs,146,2L,12520250,12548249,27999,0,48.71,Null,0.178,0.0283971,990.62,0.06,0.015084,0,0,0,0,0,0,0,0,3,,3
146,0.11,0,NonL-TADs,147,2L,12548250,12720549,172299,128412,89.26,PcG,0.192763,0.0399565,5460.08,0.11,0.050699,18927,17791,17889,18602,9.238544074,8.844448979,6.885355815,6.591642333,3,,4
147,0.13,1,L-TADs,148,2L,12720550,12974649,254099,27523,101.6,Null,0.470827,0.0346745,6288.9,0.13,0.070811,7977,7629,9043,9696,18.3200207,21.19050307,1.984352279,2.295271591,5,3,
148,0.06,0,NonL-TADs,149,2L,12974650,12998849,24199,9400,46.4,Null,0.320384,0.0283406,708.593,0.06,0.015084,830,816,810,921,5.657598253,5.731388401,2.1976703,2.226333773,4,,5
149,0.06,0,NonL-TADs,150,2L,12998850,13021549,22699,19708,45.42,Active,0.306107,0.0299111,1943.89,0.06,0.015084,7224,5954,6971,7241,21.60414469,22.44415562,18.7574115,19.48673594,4,,5
150,0.11,1,L-TADs,151,2L,13021550,13164949,143399,82734,83.96,Null,0.40868,0.0309217,8639.5,0.11,0.050699,2843,2659,3151,3290,2.148655017,2.423036204,1.239665717,1.397969842,5,3,
151,0.07,0,NonL-TADs,152,2L,13164950,13204149,39199,46176,54.49,Active,0.296363,0.036606,3455.06,0.07,0.020531,28415,27329,29099,32852,39.00425142,41.75636044,45.94658827,49.18854307,4,,5
152,0.05,0,NonL-TADs,153,2L,13204150,13221949,17799,10224,41.88,Active,0.246697,0.0392704,1178.09,0.05,0.010475,4008,3608,3877,3991,24.06779048,23.95157829,13.82488285,13.75812891,4,,4
153,0.11,0,NonL-TADs,154,2L,13221950,13366249,144299,78405,84.14,Null,0.219982,0.0480112,9114.47,0.11,0.050699,19344,17078,19467,20234,15.00894474,15.75971332,8.155124513,8.56305534,3,,4
154,0.06,0,NonL-TADs,155,2L,13366250,13394949,28699,26186,49.11,Active,0.327934,0.0389615,1217.56,0.06,0.015084,81010,80377,75738,78666,199.1267074,183.5185671,181.6903711,167.4489424,4,,5
155,0.14,5,L-TADs,156,2L,13394950,13768849,373899,253981,115.56,Null,0.726851,0.0323309,17335,0.14,0.082124,11159,9733,10431,10760,2.657718111,2.59681403,1.805326849,1.763956106,6,6,
156,0.08,1,L-TADs,157,2L,13768850,13837949,69099,123254,65.82,Active,0.823525,0.0303805,3286.44,0.08,0.026816,14164,12424,13763,14350,6.969711078,7.09899379,12.43208685,12.66269238,6,6,
157,0.08,1,L-TADs,158,2L,13837950,13905349,67399,10950,65.28,Null,0.828367,0.0240713,4569.54,0.08,0.026816,2164,1659,2157,2260,11.28029108,12.55462966,1.832656083,2.039691906,6,6,
158,0.15,4,L-TADs,159,2L,13905350,14362249,456899,336616,123.55,Null,0.822296,0.0249147,13533.6,0.15,0.094275,5198,4785,5189,5429,0.9582006117,0.9817447605,0.7059452026,0.7232911307,6,6,
159,0.14,4,L-TADs,160,2L,14362250,14706049,343799,132984,112.37,Null,0.753299,0.0253763,7253.99,0.14,0.082124,177,139,197,180,0.07677464525,0.08823331259,0.02969700151,0.03412929892,6,6,
160,0.13,1,L-TADs,161,2L,14706050,14963349,257299,97664,102.02,Null,0.675713,0.0265422,5080.56,0.13,0.070811,159,147,171,164,0.1012318204,0.106758122,0.03842496281,0.040522603,6,6,
161,0.07,0,NonL-TADs,162,2L,14963350,15007549,44199,25226,56.71,Null,0.397595,0.0265972,1432.99,0.07,0.020531,607,625,559,584,1.577947116,1.410225181,0.9005926368,0.8048675403,5,,6
162,0.08,0,NonL-TADs,163,2L,15007550,15059649,52099,45761,59.91,Active,0.392458,0.0355594,1399.05,0.08,0.026816,5771,5394,5599,5554,7.883033073,7.585545574,6.924038398,6.662741147,5,,6
163,0.12,2,L-TADs,164,2L,15059650,15272549,212899,117246,95.78,Null,0.688786,0.0349512,5471.08,0.12,0.060336,11181,9069,11074,11144,5.580294508,5.89790202,3.073134256,3.248044473,6,6,
164,0.12,1,L-TADs,165,2L,15272550,15499549,226999,57417,97.85,PcG,0.774552,0.0551886,3721.96,0.12,0.060336,5274,5245,5168,5942,5.919214601,6.022324987,1.497202828,1.523283511,6,6,
165,0.13,1,L-TADs,166,2L,15499550,15749249,249699,83781,101.01,Null,0.732786,0.060636,3539,0.13,0.070811,1965,1459,1863,1846,1.320439003,1.377849934,0.4430442256,0.4623071991,6,6,
166,0.05,0,NonL-TADs,167,2L,15749250,15768949,19699,18491,43.32,Active,0.506476,0.0467707,750.935,0.05,0.010475,7639,7562,7822,8002,26.56084504,26.6346198,24.93205673,25.00130741,6,,6
167,0.13,1,L-TADs,168,2L,15768950,16037449,268499,141215,103.48,Null,0.55422,0.0466152,5725.44,0.13,0.070811,2885,3496,2602,2943,1.4599502,1.22211295,0.767849666,0.6427609797,6,4,
168,0.12,0,NonL-TADs,169,2L,16037450,16254449,216999,85011,96.39,Null,0.182859,0.0423206,3999.9,0.12,0.060336,4855,4793,5681,5617,3.666842848,4.136348018,1.436513428,1.62044563,3,,4
169,0.06,0,NonL-TADs,170,2L,16254450,16287349,32899,28930,51.4,Null,0.178263,0.0443016,2328,0.06,0.015084,6370,5629,6421,6618,13.40067724,14.02770027,11.78399321,12.33537095,3,,3
170,0.06,0,NonL-TADs,171,2L,16287350,16311149,23799,22242,46.14,Active,0.188936,0.0495029,1289.73,0.06,0.015084,11295,10681,11450,11685,31.92309113,32.37324944,29.83458939,30.25529703,3,,4
171,0.05,0,NonL-TADs,172,2L,16311150,16327249,16099,14134,40.5,Active,0.211621,0.0517319,1411.76,0.05,0.010475,946,870,937,989,4.151269081,4.241132316,3.644576507,3.723471281,3,,4
172,0.06,0,NonL-TADs,173,2L,16327250,16357349,30099,34368,49.9,Active,0.245643,0.0532636,872.737,0.06,0.015084,12120,12063,12350,12024,22.73453333,22.07309199,25.95901662,25.20376177,4,,4
173,0.1,1,L-TADs,174,2L,16357350,16487149,129799,75967,81.22,PcG,0.307788,0.0542731,6614.15,0.1,0.0419,13206,12171,12887,13946,10.79308087,10.99347215,6.316828131,6.434110425,4,2,
174,0.08,0,NonL-TADs,175,2L,16487150,16543049,55899,42300,61.33,Null,0.203179,0.0426841,2699.25,0.08,0.026816,9203,8038,8103,8435,13.16898224,12.16839353,9.965257857,9.208090415,3,,4
175,0.1,0,NonL-TADs,176,2L,16543050,16656949,113899,121408,77.76,Null,0.154703,0.0440528,4590.14,0.1,0.0419,2447,1847,2701,2541,1.142733246,1.343817641,1.218070027,1.432411278,2,,3
176,0.06,0,NonL-TADs,177,2L,16656950,16679549,22599,14623,45.35,Active,0.176926,0.0485758,673.291,0.06,0.015084,654,536,708,679,2.629302831,2.95209689,1.701327284,1.910195709,3,,3
177,0.07,0,NonL-TADs,178,2L,16679550,16720949,41399,71213,55.49,Null,0.206962,0.046418,3227.96,0.07,0.020531,8007,8020,7884,7905,7.271484502,6.900585943,12.50813367,11.87012794,3,,4
178,0.06,0,NonL-TADs,179,2L,16720950,16743749,22799,23836,45.48,Active,0.274777,0.0500719,1057.24,0.06,0.015084,12716,11963,12910,13192,33.45217106,34.08246793,34.97372469,35.63269027,4,,5
179,0.1,1,L-TADs,180,2L,16743750,16852549,108799,98642,76.58,Null,0.366056,0.0481004,4842.95,0.1,0.0419,5414,5132,5350,5397,3.454267969,3.390907992,3.131792581,3.074347615,5,2,
180,0.07,0,NonL-TADs,181,2L,16852550,16887749,35199,30106,52.57,Null,0.33162,0.0480968,1291.34,0.07,0.020531,1679,1316,1790,1641,3.214207403,3.546976302,2.749138557,3.033758588,4,,5
181,0.16,1,L-TADs,182,2L,16887750,17360849,473099,182782,124.99,Null,0.604055,0.0813263,7358.53,0.16,0.107264,3964,3645,4236,4416,1.345006201,1.473240712,0.5196437183,0.5691871762,6,5,
182,0.06,0,NonL-TADs,183,2L,17360850,17384249,23399,17380,45.88,Null,0.341407,0.0679867,499.26,0.06,0.015084,2628,2030,2596,2586,8.659241256,9.279792443,6.431796787,6.892721598,4,,5
183,0.17,1,L-TADs,184,2L,17384250,17962449,578199,272161,133.63,Null,0.616802,0.0839178,12179.2,0.17,0.121091,33910,29350,34348,34377,7.509887362,7.859220664,3.534939449,3.699372284,6,5,
184,0.11,0,NonL-TADs,185,2L,17962450,18118949,156499,104812,86.44,Null,0.223581,0.0693812,4327.12,0.11,0.050699,434,283,422,433,0.2210234101,0.2538900801,0.1480259021,0.1700376813,3,,4
185,0.07,0,NonL-TADs,186,2L,18118950,18159149,40199,38532,54.95,Active,0.289185,0.060996,1071.03,0.07,0.020531,9771,8012,10190,11123,14.91123465,17.2152629,14.29288523,16.50136845,4,,5
186,0.13,1,L-TADs,187,2L,18159150,18442149,282999,135290,105.31,Null,0.574044,0.0696964,7307.52,0.13,0.070811,6,13,4,8,0.004537514562,0.00276061711,0.002169196164,0.001319735719,6,5,
187,0.11,1,L-TADs,188,2L,18442150,18588749,146599,98234,84.58,Null,0.545622,0.0681501,6042.32,0.11,0.050699,70368,68358,64507,65159,45.62744636,41.0823153,30.57433247,27.52870184,6,4,
188,0.06,0,NonL-TADs,189,2L,18588750,18613149,24399,16941,46.52,Active,0.380244,0.0714105,1381.75,0.06,0.015084,4101,3831,4324,4545,15.12773091,16.29394472,10.50366365,11.31340291,5,,6
189,0.09,0,NonL-TADs,190,2L,18613150,18707149,93999,91712,72.93,Active,0.323105,0.0802335,9423.49,0.09,0.033939,17037,15821,16824,17682,11.57564204,11.71005891,11.29400614,11.42515263,4,,5
190,0.1,1,L-TADs,191,2L,18707150,18839549,132399,46978,81.76,PcG,0.377429,0.0834344,7420.2,0.1,0.0419,6021,5265,5845,6301,7.762035953,8.04691436,2.754136549,2.855217508,5,2,
191,0.05,0,NonL-TADs,192,2L,18839550,18858949,19399,19591,43.1,Null,0.29435,0.0803756,1418.41,0.05,0.010475,2714,2551,2581,2789,8.683041936,8.531164323,8.768981627,8.615600817,4,,5
192,0.09,0,NonL-TADs,193,2L,18858950,18943949,84999,49181,70.53,PcG,0.207221,0.0820285,5299.49,0.09,0.033939,726,564,703,708,0.8474663891,0.892935902,0.4903498216,0.5166587912,3,,4
193,0.08,0,NonL-TADs,194,2L,18943950,19009249,65299,51929,64.59,Active,0.155394,0.0828549,5710.55,0.08,0.026816,28903,28639,27233,27853,35.80182133,33.01580604,28.4713821,26.25580471,3,,3
194,0.07,0,NonL-TADs,195,2L,19009250,19053849,44599,25677,56.89,Active,0.144168,0.0806356,3631,0.07,0.020531,16505,14602,15835,15803,39.1420868,38.34911683,22.5352892,22.07875228,2,,3
195,0.09,0,NonL-TADs,196,2L,19053850,19133849,79999,107441,69.12,PcG,0.151981,0.0793539,7963.45,0.09,0.033939,18189,16619,16418,17666,10.46740809,9.873500237,14.05803563,13.26039999,2,,3
196,0.08,0,NonL-TADs,197,2L,19133850,19189449,55599,8128,61.22,Active,0.232538,0.0865816,4745.59,0.08,0.026816,1563,1395,1603,1647,11.75830178,12.44486793,1.718942371,1.819311257,3,,4
197,0.12,1,L-TADs,198,2L,19189450,19396849,207399,69940,94.95,PcG,0.418559,0.0986837,10748.4,0.12,0.060336,2395,2082,2093,2584,2.068195525,2.0812889,0.6974459616,0.7018613671,5,3,
198,0.06,0,NonL-TADs,199,2L,19396850,19427549,30699,33485,50.23,Null,0.284659,0.0800133,3457.25,0.06,0.015084,6998,6210,6653,6890,12.74432636,12.58795557,13.90090128,13.7303395,4,,5
199,0.06,0,NonL-TADs,200,2L,19427550,19453949,26399,23833,47.76,Active,0.248562,0.074566,2224.15,0.06,0.015084,17681,15404,16516,16097,44.85207644,42.58951197,40.49242539,38.44978366,4,,4
200,0.1,0,NonL-TADs,201,2L,19453950,19575749,121799,88121,79.51,Active,0.226704,0.0656754,13202.4,0.1,0.0419,24779,21475,25525,26183,16.95899089,18.26286671,12.26974964,13.21309762,3,,4
201,0.05,0,NonL-TADs,202,2L,19575750,19588249,12499,7655,37.23,Active,0.324671,0.0524334,1677.04,0.05,0.010475,2853,2092,2641,2608,20.87138304,21.34135568,12.78265759,13.07049186,4,,5
202,0.12,1,L-TADs,203,2L,19588250,19793449,205199,170186,94.61,Null,0.519938,0.0448746,10274,0.12,0.060336,9314,7625,9818,9892,3.215837274,3.604569632,2.667120612,2.989523767,6,4,
203,0.05,0,NonL-TADs,204,2L,19793450,19809849,16399,0,40.75,Null,0.645388,0.0644424,1104,0.05,0.010475,0,0,0,0,0,0,0,0,6,,6
204,0.09,1,L-TADs,205,2L,19809850,19887749,77899,104439,68.51,Null,0.699131,0.0873284,2680.43,0.09,0.033939,308,231,301,393,0.1667462931,0.2068175513,0.22355635,0.2772797884,6,6,
205,0.11,1,L-TADs,206,2L,19887750,20066149,178399,50009,90.3,Null,0.745284,0.108882,5432.49,0.11,0.050699,13165,11708,11939,11820,16.06978725,14.78667792,4.504700086,4.145017496,6,6,
206,0.06,0,NonL-TADs,207,2L,20066150,20098649,32499,35684,51.19,Active,0.568131,0.0831812,801.88,0.06,0.015084,5597,4618,5029,5312,9.249004013,9.01944124,10.1554343,9.903373679,6,,6
207,0.13,1,L-TADs,208,2L,20098650,20341449,242799,63459,100.07,Null,0.592337,0.0565652,7137.75,0.13,0.070811,173,210,145,236,0.1950004787,0.1868625959,0.0509661711,0.04883921874,6,5,
208,0.1,0,NonL-TADs,209,2L,20341450,20465149,123699,75086,79.92,Null,0.369894,0.0905104,3273.56,0.1,0.0419,19458,17027,18013,18692,15.69948872,15.21447201,9.529679383,9.235271465,5,,6
209,0.13,1,L-TADs,210,2L,20465150,20759249,294099,105707,106.67,Null,0.673814,0.0556054,6502.21,0.13,0.070811,20412,18302,22207,22273,11.83298805,13.09639174,4.253090515,4.707191392,6,6,
210,0.11,1,L-TADs,211,2L,20759250,20923049,163799,128080,87.77,PcG,0.781972,0.109746,8614.23,0.11,0.050699,9656,9847,9394,10130,4.919831508,4.74436514,3.846983312,3.709780201,6,6,
211,0.1,1,L-TADs,212,2L,20923050,21052449,129399,93222,81.13,Null,0.718359,0.120768,8144.5,0.1,0.0419,4834,4357,4305,4237,3.185477029,2.851883477,2.294890529,2.054562103,6,6,
212,0.1,0,NonL-TADs,213,2L,21052450,21179349,126899,112741,80.61,Active,0.475917,0.126757,8066.26,0.1,0.0419,26152,24375,25695,26386,14.48010657,14.37765499,12.86457493,12.77355378,5,,6
213,0.07,1,L-TADs,214,2L,21179350,21220549,41199,36919,55.4,Null,0.471299,0.103003,4535.09,0.07,0.020531,1741,1520,1670,1591,2.853849046,2.749106064,2.557374036,2.463512386,5,3,
214,0.05,0,NonL-TADs,215,2L,21220550,21236349,15799,16950,40.25,Active,0.450409,0.0940984,0,0.05,0.010475,3393,2816,3551,3668,11.83537669,13.25555651,12.69761598,14.22125975,5,,6
215,0.08,0,NonL-TADs,216,2L,21236350,21310649,74299,73066,67.44,HP1/centro,0.367291,0.0852167,4261.28,0.08,0.026816,6500,4990,6414,6416,5.080831869,5.465148284,4.99651491,5.374453552,5,,6
216,0.14,1,L-TADs,217,2L,21310650,21657249,346599,158727,112.68,HP1/centro,0.494773,0.051514,8797.56,0.14,0.082124,162939,139758,158826,155201,61.61513954,61.57533856,28.21700655,28.19877946,6,4,
217,0.06,0,NonL-TADs,218,2L,21657250,21684449,27199,22291,48.24,Active,0.377843,0.0736098,1440.98,0.06,0.015084,91825,86225,97419,103023,258.0729901,279.8657816,211.5042841,229.364614,5,,6
218,0.08,1,L-TADs,219,2L,21684450,21759149,74699,63641,67.56,HP1/centro,0.362404,0.0819542,2653.57,0.08,0.026816,21520,19619,21817,22044,20.88559553,21.45024021,17.79381498,18.27487299,5,2,
219,0.1,0,NonL-TADs,220,2L,21759150,21899749,140599,44864,83.41,HP1/centro,0.215505,0.0734648,4236.8,0.1,0.0419,1230,1161,1439,1471,1.72191501,2.018764333,0.5494491071,0.6441713173,3,,4
220,0.12,0,NonL-TADs,221,2L,21899750,22119649,219899,36463,96.82,HP1/centro,0.072749,0.0352203,4441.2,0.12,0.060336,174,126,175,149,0.2658269356,0.2765560979,0.04407863407,0.04585771194,1,,2
221,0.07,0,NonL-TADs,222,2L,22119650,22168549,48899,36410,58.66,HP1/centro,0.0447616,0.039529,1658.33,0.07,0.020531,11174,10165,11527,12953,18.93579364,20.92576581,14.09951628,15.5812416,1,,1
222,0.08,0,NonL-TADs,223,2L,22168550,22239349,70799,33484,66.36,HP1/centro,0.0485028,0.0516716,1451.26,0.08,0.026816,10,10,12,4,0.01929846604,0.01487213351,0.009127104012,0.007033694239,1,,1
223,0.07,0,NonL-TADs,224,2L,22239350,22277249,37899,10082,53.88,HP1/centro,0.0550649,0.0639569,907.548,0.07,0.020531,32189,35056,33374,34526,215.4980936,209.610825,57.32741706,55.7612691,1,,1
224,0.12,0,NonL-TADs,225,2L,22277250,22494049,216799,77590,96.36,HP1/centro,0.037267,0.0512522,4102.54,0.12,0.060336,54188,50468,54661,55519,43.58012861,44.196476,15.59685321,15.81743722,1,,1
228,0.12,0,NonL-TADs,226,2R,726750,928249,201499,489615,94.04,HP1/centro,0.0882685,0.0663115,2855.79,0.12,0.060336,0,0,7,0,0,0.0004449732991,0,0.001081224233,2,,2
229,0.07,0,NonL-TADs,227,2R,928250,977849,49599,3920,58.94,HP1/centro,0.112752,0.0628435,517.944,0.07,0.020531,0,0,11,13,0,0.1905530045,0,0.01506013786,2,,2
230,0.11,0,NonL-TADs,228,2R,977850,1138249,160399,99318,87.15,HP1/centro,0.167793,0.0740794,3115.95,0.11,0.050699,9377,9642,11638,11620,6.187138539,7.28844745,3.831035265,4.512958459,3,,3
231,0.15,1,L-TADs,229,2R,1138250,1551949,413699,299517,119.52,HP1/centro,0.579442,0.0842087,9229.25,0.15,0.094275,26168,24773,29754,29308,5.495106535,6.13729923,3.978442839,4.44338868,6,5,
232,0.07,1,L-TADs,230,2R,1551950,1588749,36799,31416,53.35,HP1/centro,0.521806,0.0750197,1565.14,0.07,0.020531,7795,7045,8034,7933,15.26205943,15.81841857,13.02950784,13.50448213,6,4,
233,0.08,0,NonL-TADs,231,2R,1588750,1641949,53199,48583,60.33,PcG,0.523641,0.0838739,2147.58,0.08,0.026816,35158,33246,37582,38450,45.49118993,48.70827079,41.54398542,44.48192484,6,,6
234,0.12,1,L-TADs,232,2R,1641950,1868149,226199,103129,97.74,HP1/centro,0.696001,0.0939751,7764.04,0.12,0.060336,34710,32843,34847,34911,21.16381525,21.05250796,9.649039575,9.598292181,6,6,
235,0.08,1,L-TADs,233,2R,1904150,1975049,70899,48882,66.39,Active,0.68472,0.112658,4142.21,0.08,0.026816,8713,7575,8363,8603,10.7658648,10.80242158,7.422629419,7.447833841,6,6,
236,0.16,1,L-TADs,234,2R,1975050,2500749,525699,378709,129.46,HP1/centro,0.695039,0.100388,24128.8,0.16,0.107264,8501,6865,8244,8389,1.310947592,1.366959311,0.9443952751,0.9847456312,6,6,
237,0.05,0,NonL-TADs,235,2R,2500750,2520149,19399,8633,43.1,Active,0.333267,0.0862002,1502.34,0.05,0.010475,18758,36736,46446,47586,207.6894406,339.0037939,92.42656532,150.8644648,4,,5
238,0.07,0,NonL-TADs,236,2R,2520150,2558049,37899,32658,53.88,Active,0.30919,0.086952,1879.83,0.07,0.020531,32757,26830,29364,30046,58.95112042,56.6187913,50.79885197,48.7890574,4,,5
239,0.09,0,NonL-TADs,237,2R,2558050,2646549,88499,105288,71.48,Active,0.367344,0.0864256,10039.1,0.09,0.033939,37859,37161,38099,39963,23.02121874,23.07551615,27.38853635,27.45313443,5,,6
240,0.07,1,L-TADs,238,2R,2646550,2696949,50399,38963,59.25,Null,0.42828,0.077013,3598.55,0.07,0.020531,5726,4936,5802,5592,8.841305907,9.101531003,6.835131691,7.036309301,5,3,
241,0.12,1,L-TADs,239,2R,2696950,2900549,203599,218000,94.37,Null,0.477791,0.0830206,14719.4,0.12,0.060336,21553,19460,22015,23021,6.078482519,6.429747866,6.508426805,6.884537914,5,4,
242,0.08,0,NonL-TADs,240,2R,2900550,2957449,56899,51192,61.7,Active,0.234706,0.0824118,2290.72,0.08,0.026816,4972,5142,6292,6546,6.383384133,7.805233508,5.743127305,7.022364431,3,,4
243,0.14,0,NonL-TADs,241,2R,2957450,3271649,314199,375136,109.05,Null,0.106843,0.0707039,13682.9,0.14,0.082124,15572,12132,16051,16711,2.38607375,2.718142924,2.848838354,3.245310341,2,,2
244,0.11,0,NonL-TADs,242,2R,3271650,3427049,155399,123291,86.24,PcG,0.0799348,0.0822071,13283.8,0.11,0.050699,49417,45552,48466,52092,24.88746244,25.38492462,19.74530165,20.13997993,1,,2
245,0.07,0,NonL-TADs,243,2R,3427050,3478649,51599,45247,59.72,Active,0.0709198,0.0807436,5294.36,0.07,0.020531,14746,12093,14155,13256,19.16490489,18.85496438,16.80564452,16.53385866,1,,2
246,0.1,0,NonL-TADs,244,2R,3478650,3618049,139399,128908,83.17,Active,0.0747256,0.0863854,19548.7,0.1,0.0419,18770,17167,17838,18793,9.007247095,8.844219865,8.329372582,8.178614584,1,,2
247,0.08,0,NonL-TADs,245,2R,3618050,3672649,54599,47257,60.85,Active,0.082609,0.0817888,7640.56,0.08,0.026816,3942,2565,3899,3657,4.448819507,4.976413131,3.850580843,4.307228252,1,,2
248,0.07,0,NonL-TADs,246,2R,3672650,3715249,42599,32235,56.02,Active,0.0979573,0.0763876,4903.17,0.07,0.020531,33230,31971,32923,34395,65.35167296,64.99712639,49.45212747,49.18383927,2,,2
249,0.09,0,NonL-TADs,247,2R,3715250,3804049,88799,48591,71.56,Null,0.138003,0.085109,9343.3,0.09,0.033939,1619,1363,1622,1574,1.982813786,2.047111791,1.084999884,1.120183888,2,,3
